suburb,lat,lon
 Pranjip,-36.8100,147.2200
 Prentice North,-36.8100,147.2200
 Preston,-36.1800,147.3400
 Preston Lower,-36.1800,147.3400
 Preston South,-36.1800,147.3400
 Preston West,-36.1800,147.3400
 Princes Hill,-36.1800,147.3400
 Princetown,-36.5300,147.5000
 Puckapunyal,-36.5300,147.5000
 Puckapunyal Milpo,-36.5300,147.5000
 Pura Pura,-36.5300,147.5000
 Purdeet,-36.5300,147.5000
 Purnim,-36.5300,147.5000
 Purnim West,-36.5300,147.5000
 Pyalong,-36.5300,147.5000
 Pyramid Hill,-36.5300,147.5000
 Quambatook,-36.1000,147.5400
 Quandong,-36.1900,147.7700
 Quantong,-36.2800,148.0300
 Quarry Hill,-36.2800,148.0300
 Queenscliff,-36.2800,148.0300
 Queensferry,-36.2800,148.0300
 Raglan,-36.2800,148.0300
 Rainbow,-36.2800,148.0300
 Ranceby,-36.2800,148.0300
 Rangeview,-36.2800,148.0300
 Rathscar,-36.0500,147.9300
 Rathscar West,-36.0500,147.5600
 Ravenhall,-36.0500,147.5600
 Ravenswood,-36.0500,147.5600
 Ravenswood South,-36.0500,147.5600
 Rawson,-36.0500,147.5600
 Raymond Island,-37.4200,145.7100
 Raywood,-37.3300,145.8600
 Red Cliffs,-37.3300,145.8600
 Red Hill,-37.2300,145.9100
 Red Hill South,-37.2300,145.9100
 Red Lion,-37.2300,145.9100
 Redan,-37.2500,145.7000
 Redbank,-37.2500,145.7000
 Redcastle,-37.2500,145.7000
 Redesdale,-37.2500,145.7000
 Reedy Creek,-37.2500,145.7000
 Reedy Dam,-37.2500,145.7000
 Reedy Flat,-37.2500,145.7000
 Reedy Lake,-37.2500,145.7000
 Reefton,-37.2500,145.7000
 Regent West,-37.2500,145.7000
 Research,-36.9700,145.7900
 Reservoir,-36.9700,145.7900
 Reservoir East,-36.9700,145.7900
 Reservoir North,-37.3400,145.2900
 Reservoir South,-37.3400,145.2900
 Reynard,-37.3400,145.2900
 Rheola,-37.3400,145.2900
 Rhyll,-37.3400,145.2900
 Rhymney,-37.3400,145.2900
 Riachella,-37.3400,145.2900
 Rich Avon,-37.3400,145.2900
 Rich Avon East,-37.1300,145.5300
 Rich Avon West,-37.0100,145.6200
 Richmond,-37.0100,145.6200
 Richmond East,-37.0100,145.6200
 Richmond North,-37.0100,145.6200
 Richmond Plains,-37.0200,145.8600
 Richmond South,-37.0100,146.2200
 Riddells Creek,-37.0100,146.2200
 Riggs Creek,-37.0100,146.2200
 Ringwood,-36.8900,146.2600
 Ringwood East,-36.8900,146.2600
 Ringwood North,-36.8900,146.2600
 Ripplebrook,-36.8900,146.2600
 Rippleside,-36.8900,146.2600
 Ripponlea,-36.8900,146.2600
 Riverside,-36.8900,146.2600
 Riverslea,-36.8900,146.2600
 Robertsons Beach,-36.8900,146.2600
 Robinson,-36.8900,146.2600
 Robinvale,-36.8900,146.2600
 Robinvale Irrigation,-36.8900,146.2600
 Rochester,-36.8900,146.2600
 Rochford,-36.8900,146.2600
 Rockbank,-36.8900,146.2600
 Rocklands,-36.8900,146.2600
 Rocklyn,-36.8900,146.2600
 Rocky Point,-36.8900,146.2600
 Rokeby,-36.8900,146.2600
 Rokewood,-36.8900,146.2600
 Rokewood Junction,-36.8900,146.2600
 Romsey,-36.8900,146.2600
 Rosanna,-37.0500,146.0800
 Rose River,-36.3200,145.8000
 Rosebery,-36.3200,145.8000
 Rosebrook,-36.3200,145.8000
 Rosebud,-36.3200,145.8000
 Rosebud Plaza,-36.3200,145.8000
 Rosebud West,-36.2800,146.0600
 Rosedale,-36.2800,146.0600
 Roses Gap,-36.2800,146.0600
 Rosewhite,-36.2800,146.0600
 Roslynmead,-36.2300,146.0600
 Ross Creek,-36.2300,146.0600
 Rossbridge,-36.2300,146.0600
 Rostron,-36.2300,146.0600
 Rowsley,-36.2300,146.0600
 Rowville,-36.1000,146.0800
 Roxburgh Park,-36.1000,146.0800
 Royal Melbourne Hospital,-36.1000,146.0800
 Rubicon,-36.1000,146.0800
 Ruby,-36.0300,146.0800
 Ruffy,-36.0300,146.0800
 Running Creek,-36.0300,146.0800
 Runnymede,-36.0300,146.0800
 Rupanyup,-36.0300,146.0800
 Rushworth,-36.0300,146.0800
 Russells Bridge,-36.0300,146.0800
 Rutherglen,-36.0300,146.0800
 Ryans,-36.0300,146.0800
 Ryanston,-36.0300,146.0800
 Rye,-36.5800,146.3800
 Rythdale,-36.5800,146.3800
 Safety Beach,-36.7500,146.4100
 Sailors Falls,-36.5200,146.5800
 Sailors Gully,-36.5200,146.5800
 Sailors Hill,-36.5200,146.5800
 Sale,-36.5200,146.5800
 Sale,-36.4600,146.4800
 Sale East Raaf,-36.9800,146.7800
 Sale North,-36.9800,146.7800
 Salisbury West,-36.9800,146.7800
 Samaria,-36.9800,146.7800
 San Remo,-36.9800,146.7800
 Sandford,-36.9800,146.7800
 Sandhill Lake,-36.9800,146.7800
 Sandhurst,-36.9800,146.7800
 Sandhurst East,-36.9800,146.7800
 Sandon,-36.9800,146.7800
 Sandown Village,-36.9800,146.7800
 Sandringham,-36.9800,146.7800
 Sandy Creek,-36.9800,146.7800
 Sandy Point,-36.9800,146.7800
 Sargood,-36.6100,146.7900
 Sarsfield,-36.7000,146.8500
 Sassafras,-36.8200,146.8500
 Sassafras Gully,-36.8200,146.8500
 Sawmill Settlement,-36.8200,146.8500
 Scarsdale,-36.7300,146.9600
 Scoresby,-36.7300,146.9600
 Scoresby BC,-36.7300,146.9600
 Scotchmans Lead,-36.7300,146.9600
 Scotsburn,-36.7300,146.9600
 Scotsmans Lead,-36.7300,146.9600
 Scotts Creek,-36.7300,146.9600
 Sea Lake,-36.7500,146.9800
 Seabrook,-36.3000,146.5800
 Seacombe,-36.3600,146.6900
 Seaford,-36.3600,146.6900
 Seaholme,-36.3600,146.6900
 Seaspray,-36.3600,146.6900
 Seaton,-36.3600,146.6900
 Seaview,-36.4100,146.8600
 Sebastian,-36.4100,146.8600
 Sebastopol,-38.3800,144.8100
 Seddon,-37.6900,144.8900
 Seddon West,-37.6500,145.1000
 Sedgwick,-37.6500,145.1000
 Selby,-37.4700,145.0000
 Selwyn,-37.6200,145.1500
 Separation Creek,-37.6200,145.1500
 Serpentine,-37.5700,145.1400
 Serviceton,-37.4000,144.8000
 Seville,-37.4000,144.8000
 Seville East,-37.4000,144.8000
 Seymour,-37.4000,144.8000
 Seymour,-37.4500,145.1100
 Seymour South,-37.4500,145.1100
 Shady Creek,-37.4500,145.1100
 Shallow Inlet,-37.4500,145.1100
 Shannonvale,-37.4500,145.1100
 Shays Flat,-37.4500,145.1100
 She Oaks,-37.3800,145.0300
 Sheans Creek,-37.3800,145.0300
 Sheep Hills,-37.6400,145.2400
 Shelbourne,-37.6200,145.2900
 Shelbourne,-36.8460,144.0220
 Shelford,-38.0138,137.9760
 Shelley,-37.4800,145.2800
 Shepherds Flat,-37.3100,144.8900
 Shepparton,-37.3100,144.8900
 Shepparton East,-37.3100,144.8900
 Shepparton North,-37.3100,144.8900
 Shepparton South,-37.3100,144.8900
 Sherbrooke,-37.3100,144.8900
 Shoreham,-37.3100,144.8900
 Sidonia,-37.8100,145.3400
 Silvan,-37.8200,145.3700
 Silverleaves,-37.8400,145.3600
 Simpson,-37.7200,145.3800
 Simpsons Creek,-37.7200,145.3800
 Simson,-37.7200,145.3800
 Skenes Creek,-37.6500,145.3200
 Skenes Creek North,-37.6500,145.3200
 Skibo,-37.6500,145.3200
 Skinners Flat,-37.6500,145.3200
 Skipton,-37.6500,145.3200
 Skye,-37.6900,145.5400
 Slaty Creek,-37.6900,145.5400
 Smeaton,-37.6900,145.5400
 Smiths Beach,-37.6900,145.5400
 Smiths Gully,-37.6900,145.5400
 Smokeytown,-37.6900,145.5400
 Smoko,-37.6900,145.5400
 Smythes Creek,-37.6900,145.5400
 Smythesdale,-37.6300,145.7000
 Snake Island,-37.6300,145.7000
 Snake Valley,-37.5600,145.8900
 Soldiers Hill,-37.5600,145.8900
 Somers,-37.9400,145.4900
 Somerton,-37.9400,145.4900
 Somerton Park,-37.9400,145.4900
 Somerville,-37.9200,145.4700
 Sorrento,-37.9200,145.4700
 South Dudley,-37.9200,145.4700
 South Geelong,-37.9200,145.4700
 South Kingsville,-37.9500,145.5500
 South Melbourne,-38.2700,144.4900
 South Melbourne DC,-37.8800,145.3400
 South Morang,-37.8800,145.3700
 South Purrumbete,-37.8800,145.3700
 South Wharf,-37.8600,145.3600
 South Yarra,-37.8800,145.3600
 Southbank,-37.9000,145.4100
 Southern Cross,-37.8900,145.3900
 Southland Centre,-37.8700,145.4100
 Spargo Creek,-37.8400,145.4100
 Speed,-37.7900,145.3800
 Speewa,-37.8600,145.7100
 Spotswood,-37.8600,145.7100
 Spring Gully,-37.8600,145.7100
 Spring Hill,-37.8600,145.7100
 Springbank,-37.8600,145.7100
 Springdallah,-37.7600,145.7500
 Springfield,-37.7600,145.7500
 Springhurst,-37.7600,145.7500
 Springmount,-37.7600,145.7500
 Springvale,-37.7600,145.7500
 Springvale South,-37.7600,145.7500
 St Albans,-37.9100,145.1300
 St Albans Park,-37.9800,145.2500
 St Andrews,-38.0000,145.2700
 St Andrews Beach,-37.9700,145.3600
 St Arnaud,-37.9700,145.3600
 St Arnaud East,-38.0200,145.3000
 St Arnaud North,-38.0200,145.3000
 St Clair,-38.0200,145.3000
 St Germains,-38.0300,145.3400
 St Helena,-38.0300,145.3400
 St Helens,-38.0500,145.3700
 St Helens Plains,-38.0500,145.3700
 St James,-38.0000,145.4100
 St Kilda,-38.0000,145.4100
 St Kilda East,-38.0600,145.4100
 St Kilda Road,-38.0600,145.4100
 St Kilda Road Central,-38.0800,145.4900
 St Kilda South,-38.0800,145.4900
 St Kilda West,-38.0800,145.4900
 St Leonards,-38.0400,145.6100
 Staceys Bridge,-38.0400,145.6100
 Staffordshire Reef,-38.0400,145.6100
 Staghorn Flat,-38.0900,145.6300
 Stanhope,-38.0900,145.6300
 Stanhope South,-38.1500,145.6100
 Stanley,-38.1500,145.6100
 Staughton Vale,-38.1500,145.6100
 Stavely,-38.1500,145.6100
 Stawell,-38.1000,145.7200
 Stawell West,-38.1000,145.7200
 Steels Creek,-38.1000,145.7200
 Steiglitz,-38.1000,145.7200
 Stewarton,-38.0500,145.8300
 Stirling,-38.0500,145.8300
 Stockdale,-38.0500,145.8300
 Stockyard Hill,-38.0500,145.8300
 Stonehaven,-38.2400,145.7800
 Stoneleigh,-38.2400,145.7800
 Stony Creek,-38.2400,145.7800
 Stonyford,-38.2400,145.7800
 Stradbroke,-38.2400,145.7800
 Strangways,-38.2400,145.7800
 Straten,-38.2400,145.7800
 Stratford,-38.2100,145.9600
 Strath Creek,-38.2100,145.9600
 Strathallan,-38.2100,145.9600
 Strathbogie,-38.1000,145.9200
 Strathdale,-38.1000,145.9200
 Strathdownie,-38.1000,145.9200
 Strathewen,-38.1000,145.9200
 Strathfieldsaye,-38.1000,145.9200
 Strathkellar,-38.1000,145.9200
 Strathlea,-38.1000,145.9200
 Strathmerton,-38.1000,145.9200
 Strathmore,-38.1000,145.9200
 Strathmore Heights,-38.1000,145.9200
 Streatham,-38.1000,145.9200
 Strzelecki,-38.1000,145.9200
 Stuart Mill,-38.1000,145.9200
 Studfield,-38.1000,145.9200
 Sugarloaf,-38.1000,145.9200
 Sugarloaf Creek,-38.1000,145.9200
 Suggan Buggan,-38.1000,145.9200
 Sulky,-38.2400,146.0000
 Summerlands,-38.2400,146.0000
 Sumner,-38.2400,146.0000
 Sunbury,-38.2600,146.0300
 Sunday Creek,-38.2600,146.0300
 Sunderland Bay,-38.2600,146.0300
 Sunnycliffs,-38.3000,146.1100
 Sunset Strip,-38.3000,146.1100
 Sunshine,-38.3000,146.1100
 Sunshine North,-38.3000,146.1100
 Sunshine West,-38.3000,146.1100
 Surf Beach,-38.3000,146.1100
 Surrey Hills,-37.7000,146.3600
 Surrey Hills North,-37.7000,146.3600
 Surrey Hills South,-37.7000,146.3600
 Sutherland,-37.7000,146.3600
 Sutherlands Creek,-37.7000,146.3600
 Sutton,-37.7000,146.3600
 Sutton Grange,-37.7000,146.3600
 Swan Bay,-37.7000,146.3600
 Swan Hill,-37.7000,146.3600
 Swan Hill Pioneer,-37.7000,146.3600
 Swan Hill West,-37.7000,146.3600
 Swan Island,-37.7000,146.3600
 Swan Marsh,-37.7000,146.3600
 Swan Reach,-37.7000,146.3600
 Swanpool,-37.7000,146.3600
 Swanwater,-37.7000,146.3600
 Swanwater West,-37.7000,146.3600
 Swifts Creek,-37.7000,146.3600
 Sydenham,-37.7000,146.3600
 Sylvaterre,-37.7000,146.3600
 Syndal,-37.7000,146.3600
 Tabberabbera,-37.7000,146.3600
 Tabilk,-37.7000,146.3600
 Tabor,-37.7000,146.3600
 Taggerty,-37.7000,146.3600
 Tahara,-37.7000,146.3600
 Tahara Bridge,-37.7000,146.3600
 Tahara West,-37.7000,146.3600
 Talbot,-37.7000,146.3600
 Talgarno,-37.7000,146.3600
 Tallandoon,-37.9600,145.9900
 Tallangatta,-37.9600,145.9900
 Tallangatta East,-37.9600,145.9900
 Tallangatta South,-37.9100,145.9300
 Tallangatta Valley,-37.9100,145.9300
 Tallarook,-37.9100,145.9300
 Tallygaroopna,-37.8400,145.8500
 Tambo Crossing,-37.8400,145.8500
 Tambo Upper,-37.8400,145.8500
 Tamboon,-37.8400,145.8500
 Tamboritha,-37.8400,145.8500
 Taminick,-37.8400,145.8500
 Tamleugh,-37.8400,145.8500
 Tamleugh North,-37.8400,145.8500
 Tandarook,-37.8400,145.8500
 Tandarra,-37.8400,145.8500
 Tangambalanga,-37.8400,145.8500
 Tanjil,-38.3300,146.1200
 Tanjil Bren,-38.2800,146.3200
 Tanjil South,-38.2800,146.3200
 Tantaraboo,-38.2800,146.3200
 Tanwood,-38.2800,146.3200
 Tanybryn,-38.2800,146.3200
 Taradale,-38.2800,146.3200
 Tarcombe,-38.2800,146.3200
 Tarilta,-38.2800,146.3200
 Taripta,-38.2800,146.3200
 Tarnagulla,-38.2800,146.3200
 Tarneit,-38.2800,146.3200
 Tarnook,-36.5369,145.8593
 Taroon,-38.3200,146.4200
 Tarra Valley,-38.4100,146.6400
 Tarranyurk,-38.4100,146.6400
 Tarraville,-38.4100,146.6400
 Tarrawarra,-38.4100,146.6400
 Tarrawingee,-38.4100,146.6400
 Tarrayoukyan,-38.4100,146.6400
 Tarrengower,-38.4100,146.6400
 Tarrenlea,-38.4100,146.6400
 Tarrington,-38.4100,146.6400
 Tarrone,-38.4100,146.6400
 Tarwin,-38.4100,146.6400
 Tarwin Lower,-38.4100,146.6400
 Tatong,-38.4100,146.6400
 Tatura,-38.4100,146.6400
 Tatura East,-38.4100,146.6400
 Tatyoon,-38.4100,146.6400
 Tawonga,-38.2600,146.7500
 Tawonga South,-38.2600,146.7500
 Taylor Bay,-38.2600,146.7500
 Taylors Hill,-38.2600,146.7500
 Taylors Lakes,-38.2600,146.7500
 Teal Point,-38.4200,147.0800
 Tecoma,-38.4200,147.0800
 Teddywaddy,-38.4200,147.0800
 Teddywaddy West,-38.0400,147.0800
 Teesdale,-38.0400,147.0800
 Telangatuk East,-38.0400,147.0800
 Telford,-38.0400,147.0800
 Telopea Downs,-38.0400,147.0800
 Templestowe,-38.0400,147.0800
 Templestowe Lower,-38.0400,147.0800
 Tempy,-38.0400,147.0800
 Tenby Point,-38.0400,147.0800
 Tennyson,-38.0400,147.0800
 Terang,-38.0400,147.0800
 Terip Terip,-38.0400,147.0800
 Terrappee,-38.0400,147.0800
 Terrick Terrick,-38.0400,147.0800
 Terrick Terrick East,-38.0400,147.0800
 Tesbury,-38.0400,147.0800
 Tetoora Road,-38.0400,147.0800
 Thalia,-38.0400,147.0800
 Thalloo,-38.0400,147.0800
 The Basin,-38.0400,147.0800
 The Cove,-38.0400,147.0800
 The Fingerboard,-38.0400,147.0800
 The Gurdies,-38.0400,147.0800
 The Heart,-38.0400,147.0800
 The Honeysuckles,-38.0400,147.0800
 The Patch,-38.0400,147.0800
 The Pines,-38.0400,147.0800
 The Sisters,-38.1100,147.1300
 Thologolong,-38.1100,147.1300
 Thomastown,-38.1000,146.0600
 Thomson,-38.1200,146.5700
 Thoona,-38.1200,146.5700
 Thornbury,-38.0700,146.6700
 Thornton,-38.0000,146.6900
 Thorpdale,-37.9700,146.6900
 Thorpdale South,-37.9700,146.6900
 Thowgla Valley,-37.9700,146.6900
 Three Bridges,-37.9700,146.6900
 Tidal River,-37.9700,146.6900
 Timbarra,-37.9700,146.6900
 Timboon,-37.9700,146.6900
 Timboon West,-37.9700,146.6900
 Timmering,-37.9700,146.6900
 Timor,-37.9700,146.6900
 Timor West,-37.9700,146.6900
 Tinamba,-37.9700,146.6900
 Tinamba West,-37.9700,146.6900
 Tintaldra,-37.9700,146.6900
 Tittybong,-37.9700,146.6900
 Tol Tol,-37.9700,146.6900
 Tolmie,-37.9700,146.6900
 Tom Groggin,-37.9700,146.6900
 Tongala,-37.9700,146.6900
 Tonghi Creek,-37.9700,146.6900
 Tongio,-37.8900,146.8500
 Tonimbuk,-37.8900,146.8500
 Tooan,-37.8900,146.8500
 Tooborac,-37.8900,146.8500
 Toolamba,-37.8800,146.9900
 Toolamba West,-37.8800,146.9900
 Toolangi,-37.8800,146.9900
 Toolern Vale,-37.8800,146.9900
 Toolleen,-37.8800,146.9900
 Toolome,-37.8800,146.9900
 Toolondo,-37.8800,146.9900
 Toolong,-37.8800,146.9900
 Toombon,-37.8800,146.9900
 Toongabbie,-37.8800,146.9900
 Toora,-37.8800,146.9900
 Toora North,-37.8800,146.9900
 Tooradin,-37.8800,146.9900
 Toorak,-37.8800,146.9900
 Toorloo Arm,-37.8800,146.9900
 Toorongo,-37.5700,147.1900
 Tootgarook,-37.5700,147.1900
 Torquay,-37.5700,147.1900
 Torrita,-37.5700,147.1900
 Torrumbarry,-37.5700,147.1900
 Torwood,-37.5700,147.1900
 Tostaree,-37.5700,147.1900
 Tottenham,-37.5700,147.1900
 Tottington,-37.5700,147.1900
 Tourello,-37.5700,147.1900
 Towan,-37.5700,147.1900
 Towaninny,-37.5700,147.1900
 Towaninny South,-37.5700,147.1900
 Tower Hill,-37.5700,147.1900
 Towong,-37.5700,147.1900
 Towong Upper,-37.5700,147.1900
 Trafalgar,-37.5700,147.1900
 Trafalgar East,-37.8600,147.3400
 Trafalgar South,-37.8600,147.3400
 Tragowel,-37.8600,147.3400
 Traralgon,-37.8000,147.4600
 Traralgon East,-38.4000,146.4200
 Traralgon South,-38.4000,146.4200
 Travancore,-38.4000,146.4200
 Trawalla,-38.3800,146.2800
 Trawool,-38.3800,146.2800
 Traynors Lagoon,-38.3800,146.2800
 Tremont,-38.3800,146.2800
 Trentham,-38.3800,146.2800
 Trentham East,-38.2900,146.0500
 Tresco,-38.2900,146.0500
 Tresco West,-38.2900,146.0500
 Trida,-38.2900,146.0500
 Truganina,-38.2900,146.0500
 Tubbut,-38.2900,146.0500
 Tuerong,-38.2900,146.0500
 Tulkara,-38.2900,146.0500
 Tullamarine,-38.2900,146.7200
 Tungamah,-38.3800,146.7900
 Tunstall Square Po,-38.3800,146.7900
 Turoar,-38.3800,146.7900
 Turriff,-38.3800,146.7900
 Turriff East,-38.3800,146.7900
 Turtons Creek,-37.8300,147.6300
 Tutye,-37.8300,147.6300
 Tyaak,-37.8300,147.6300
 Tyabb,-37.8300,147.6300
 Tyenna,-37.8300,147.6300
 Tyers,-37.8300,147.6300
 Tylden,-37.8300,147.6300
 Tylden South,-37.8300,147.6300
 Tynong,-37.8300,147.6300
 Tynong North,-37.8300,147.6300
 Tyntynder,-37.8300,147.6300
 Tyntynder South,-37.8300,147.6300
 Tyrendarra,-37.8300,147.6300
 Tyrendarra East,-37.8300,147.6300
 Tyrrell,-37.8300,147.6300
 Tyrrell Downs,-37.8300,147.6300
 Ullina,-37.8300,147.6300
 Ullswater,-37.8300,147.6300
 Ultima,-37.8300,147.6300
 Ultima East,-37.8300,147.6300
 Ulupna,-37.8300,147.6300
 Undera,-37.8300,147.6300
 Underbool,-37.8300,147.6300
 University Of Melbourne,-37.8300,147.6300
 Upotipotpon,-37.8300,147.6300
 Upper Ferntree Gully,-37.8300,147.6300
 Upper Gundowring,-37.8300,147.6300
 Upper Lurg,-37.8300,147.6300
 Upper Plenty,-37.8300,147.6300
 Upper Ryans Creek,-37.8300,147.6300
 Upton Hill,-37.8300,147.6300
 Upwey,-37.8300,147.6300
 Valencia Creek,-37.8300,147.6300
 Vasey,-37.8900,147.6700
 Vaughan,-37.9200,147.6900
 Vectis,-37.9200,147.6900
 Ventnor,-37.9200,147.6900
 Venus Bay,-37.9200,147.6900
 Vermont,-37.8200,147.7300
 Vermont South,-37.7100,147.8300
 Vervale,-37.7100,147.8300
 Vesper,-37.7100,147.8300
 Victoria Point,-37.7100,147.8300
 Victoria Valley,-37.7100,147.8300
 Viewbank,-37.7100,147.8300
 Vinifera,-37.7100,147.8300
 Violet Town,-37.7100,147.8300
 Vite Vite,-37.7100,147.8300
 Vite Vite North,-37.7100,147.8300
 W Tree,-37.7100,147.8300
 Waaia,-37.7100,147.8300
 Waanyarra,-37.7100,147.8300
 Waarre,-37.7100,147.8300
 Wabonga,-37.7100,147.8300
 Waggarandall,-37.7100,147.8300
 Wahgunyah,-37.7100,147.8300
 Wahring,-37.7400,148.4300
 Wail,-37.8400,148.1200
 Wairewa,-37.8400,148.1200
 Waitchie,-37.8400,148.1200
 Wal Wal,-37.1500,148.8800
 Waldara,-37.1500,148.8800
 Walhalla,-37.1500,148.8800
 Walhalla East,-37.1500,148.8800
 Walkerville,-37.1500,148.8800
 Walkerville South,-37.1500,148.8800
 Wallace,-37.1500,148.8800
 Wallacedale,-37.1500,148.8800
 Wallagaraugh,-37.1500,148.8800
 Wallaloo,-37.1500,148.8800
 Wallaloo East,-37.1500,148.8800
 Wallan,-37.1500,148.8800
 Wallinduc,-37.1500,148.8800
 Wallington,-37.1500,148.8800
 Wallup,-37.1500,148.8800
 Walmer,-37.1500,148.8800
 Walpa,-37.1500,148.8800
 Walpeup,-37.1500,148.8800
 Walwa,-37.1500,148.8800
 Wanalta,-37.1500,148.8800
 Wandana Heights,-37.1500,148.8800
 Wandella,-37.9300,145.9100
 Wandiligong,-37.9300,145.9100
 Wandin East,-37.9300,145.9100
 Wandin North,-37.9300,145.9100
 Wando Bridge,-37.9300,145.9100
 Wando Vale,-37.9300,145.9100
 Wandong,-37.9300,145.9100
 Wandown,-37.2700,149.1400
 Wangandary,-37.2700,149.1400
 Wangarabell,-37.2700,149.1400
 Wangaratta,-37.2700,149.1400
 Wangaratta Forward,-37.2700,149.1400
 Wangaratta South,-37.2700,149.1400
 Wangaratta West,-37.4800,149.5900
 Wangie,-37.4800,149.5900
 Wangoom,-37.4800,149.5900
 Wannon,-37.4800,149.5900
 Wantirna,-37.4800,149.5900
 Wantirna South,-37.4800,149.5900
 Waranga,-37.4800,149.5900
 Waranga Shores,-37.5500,149.7300
 Waratah Bay,-37.5900,147.8900
 Warburton,-37.5900,147.8900
 Wareek,-37.5900,147.8900
 Wargan,-37.3000,147.7500
 Warmur,-37.3000,147.7500
 Warncoort,-37.3000,147.7500
 Warne,-37.3000,147.7500
 Warneet,-37.1100,147.8100
 Warrabkook,-37.1100,147.8100
 Warracknabeal,-37.1100,147.8100
 Warragul,-37.1100,147.8100
 Warragul South,-37.1100,147.8100
 Warragul West,-37.0200,147.4700
 Warrak,-37.0200,147.4700
 Warrandyte,-37.0200,147.4700
 Warrandyte South,-37.0200,147.4700
 Warranwood,-37.0200,147.4700
 Warrayure,-37.0200,147.4700
 Warrenbayne,-37.0200,147.4700
 Warrenheip,-37.0200,147.4700
 Warrenmang,-37.0200,147.4700
 Warrion,-37.0200,147.4700
 Warrnambool,-37.0200,147.4700
 Warrnambool East,-37.0200,147.4700
 Warrnambool West,-36.9500,147.7000
 Warrock,-36.9500,147.7000
 Warrong,-37.7900,147.8300
 Wartook,-37.7900,147.8300
 Watchem,-37.8100,147.8400
 Watchem West,-37.8700,147.8500
 Watchupga,-37.8600,147.9200
 Waterford,-37.8600,147.9200
 Waterford Park,-37.8600,147.9200
 Watergardens,-37.8600,147.9200
 Waterholes,-37.8600,147.9200
 Waterloo,-37.8600,147.9200
 Waterways,-37.8600,147.9200
 Watsonia,-37.8600,147.9200
 Watsonia North,-38.1500,145.1900
 Watsons Creek,-38.2000,145.1600
 Wattle Bank,-38.2000,145.1600
 Wattle Creek,-38.2000,145.2300
 Wattle Flat,-38.2000,145.2300
 Wattle Glen,-38.2600,145.1900
 Wattle Hill,-38.3100,145.1900
 Wattle Park,-38.3100,145.1900
 Wattletree Road Po,-38.3900,145.0900
 Waubra,-38.3900,145.0900
 Waurn Ponds,-38.3900,145.0900
 Waverley Gardens,-38.3400,145.1800
 Waygara,-38.3700,145.2000
 Weatherboard,-37.4450,143.6806
 Wedderburn,-38.3400,145.3400
 Wedderburn Junction,-38.4500,145.2400
 Wee Wee Rup,-38.4500,145.2400
 Weeaproinah,-38.4500,145.2400
 Weering,-38.4500,145.2400
 Weerite,-38.4500,145.2400
 Wehla,-38.4500,145.2400
 Wellsford,-38.4500,145.2400
 Welshmans Reef,-38.4500,145.2400
 Welshpool,-38.4500,145.2400
 Wemen,-38.4600,145.3100
 Wendouree,-38.5400,145.3400
 Wendouree Village,-38.5400,145.3400
 Wensleydale,-38.5400,145.3400
 Wentworth,-38.5400,145.3400
 Were Street Po,-38.3700,145.1300
 Werneth,-38.3700,145.1300
 Werona,-38.3700,145.1300
 Werribee,-38.3700,145.1300
 Werribee South,-38.3800,145.1500
 Werrimull,-38.4000,144.9700
 Wesburn,-38.4700,145.0200
 West Bendigo,-38.1900,145.0800
 West Creek,-38.1900,145.0800
 West Footscray,-38.2400,145.0600
 West Melbourne,-38.2400,145.0900
 West Wodonga,-38.3000,144.9900
 Westbury,-38.3500,144.9500
 Westby,-38.3500,144.9500
 Westmeadows,-38.3500,144.9500
 Westmere,-38.3700,145.0100
 Whanregarwen,-38.3700,145.0100
 Wharparilla,-37.9900,145.2200
 Wheatsheaf,-38.4000,144.9000
 Wheelers Hill,-38.4000,144.9000
 Whipstick,-38.4000,144.9000
 Whirily,-38.4000,144.9000
 White Hills,-38.4000,144.9000
 Whiteheads Creek,-38.0170,142.4170
 Whitelaw,-38.3700,144.8200
 Whitfield,-38.3700,144.8200
 Whitlands,-38.3700,144.8200
 Whittington,-38.3600,144.7700
 Whittlesea,-38.3400,144.7400
 Whoorel,-38.3400,144.7100
 Whorouly,-37.9700,145.1600
 Whorouly East,-37.9700,145.1600
 Whorouly South,-37.9700,145.1600
 Whroo,-37.9700,145.1600
 Wickliffe,-38.4300,145.7200
 Wilby,-38.4500,145.8800
 Wild Dog Valley,-38.4500,145.8800
 Wildwood,-38.4500,145.8800
 Wilkur,-38.4500,145.8800
 Willangie,-38.4500,145.8800
 Willatook,-38.3900,145.8900
 Willaura,-38.3900,145.8900
 Willaura North,-38.3900,145.8900
 Willenabrina,-38.3900,145.8900
 Williams Landing,-38.3900,145.8900
 Williamstown,-38.3900,145.8900
 Williamstown North,-38.3900,145.8900
 Willow Grove,-38.3900,145.8900
 Willowmavin,-38.4100,146.0700
 Willowvale,-38.4100,146.0700
 Willung,-38.4100,146.0700
 Willung South,-38.4100,146.0700
 Wilsons Hill,-38.4100,146.0700
 Wilsons Promontory,-38.4100,146.0700
 Wimbledon Heights,-38.4100,146.0700
 Winchelsea,-38.4100,146.0700
 Winchelsea South,-38.4100,146.0700
 Windermere,-38.4100,146.0700
 Windsor,-38.4100,146.0700
 Wingan River,-38.4100,146.0700
 Wingeel,-38.4100,146.0700
 Winjallok,-38.4100,146.0700
 Winlaton,-38.5500,145.9500
